catalog_number,overview,ids
P81903,<p>Bell &amp; Gossett radial bearing cover for size 10x10x13 B&amp;G series VSC and VSCS pumps.</p>,2983871
118630,"<p>Bell &amp; Gossett steel impeller, 4-3/4"" outside diameter, for B&amp;G series PD, 60, and 1522 pumps, specifically models PD-35, 1522 1-1/2"" AAB, and 60-2 AA. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983872
185381,,2983873
118439,"<p>Bell &amp; Gossett brass impeller, 4-1/4"" outside diameter, for B&amp;G series HD-3 booster pumps. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983874
P81904,<p>Bell &amp; Gossett thrust bearing cover for size 10x10x13 B&amp;G series VSC and VSCS pumps.</p>,2983875
SC0311AV,,2983876
186361,,2983877
186362,,2983878
BRONZE,,2983879
186659,<p>Bell &amp; Gossett front bearing for B&amp;G model 186660 bearing assemblies on series 1510 pumps. It is recommended to repair both the front and rear bearings at the same time.</p>,2983880
DP3572,,2983881
118665,"<p>Bell &amp; Gossett brass impeller, 3-1/16"" outside diameter, for B&amp;G series 1 pumps manufactured between January 1951 and June 1976. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983882
P62872,"<p>Bell &amp; Gossett motor bracket for B&amp;G series 1535 pumps, specifically models 351, 352, 353, and 354.</p>",2983883
P49870,,2983885
P78798,<p>Bell &amp; Gossett EPDM hi-temp (250°F) for B&amp;G series 1510 and VSC/VCSC pumps for use between the pump and motor flanges.</p>,2983884
DP0840,,2983887
103252LF,"<p>Series NBF bronze body pumps are dependable, in-line wet rotor circulator pumps specifically intended to pump potable, domestic water from hot water heater tanks to areas such as bathrooms and kitchens. The Series NRF features a maintenance-free system, with a self-cleaning particle shield protects the shaft and bearings from system start-up debris. The unique DuraGlide bearing system also contributes to trouble-free start-ups. A powerful Red Fox motor offers high starting torque, ensuring consistent start-up season after season. The Series NBF's stabilized heat-resistant, non-metallic impeller with a closed design improves overall operating efficiency. Mounting hardware and flange gaskets are included with the pump. Flanges are available separately in 3/4"", 1"", 1-1/4"", and 1-1/2"".</p>",2983888
185310,"<p>Bell &amp; Gossett bearing for VSC sizes 10x10x13 and 10x12x13L, as well as VSCS sizes 10x12x13 and 10x12x13L. </p>",2983889
NRF-36,,2983890
186884,,2983891
1BL001,"<p>Series PL pumps are dependable, in-line cast iron close coupled booster pumps used for hydronic, radiant and geothermal heating and cooling systems. The Series PL features a maintenance-free system, with a self-cleaning particle shield protects the shaft and bearings from system start-up debris. The unique XL11 precision-crafted bearing system also contributes to trouble-free start-ups. A powerful, dry-motor design offers 25% more efficiency than the competition. Unlike a wet rotor, the Series PL does not need to bypass system water through the motor to lubricate and cool the bearings. The PL's advanced close-coupled design increases pump life and efficiency. The Series PL's stabilized heat-resistant, non-metallic impeller with a closed design improves overall operating efficiency. Unlike larger wet rotor circulators of similar performance, the Series PL is able to handle difficult water conditions at a wide range of temperatures. Mounting hardware and flange gaskets are included with the pump. Flanges are available separately in 3/4"", 1"", 1-1/4"", and 1-1/2"".</p>",2983893
52-122-693-807,,2983895
P56550,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 60 pumps, sizes 1AA and 1-1/4 AA. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983892
P50650,,2983894
ZTV-6,,2983897
117468,,2983896
186368,,2983898
P5001816,,2983899
P5001814,,2983901
186871,"<p>Bell &amp; Gossett 1"" x 1-3/8"" complete coupler for series 1510 pumps with 2, 3, 5, and 7-12 HP motors, as well as, 182T, 184T, 213, 215, and 254 frames. A broken coupler indicates that the motor mounts have lost their resiliency and the motor shaft and pump shaft are now out of alignment. It is recommended to replace the motor mounts when the pump coupling breaks.</p>",2983900
A01651B,,2983903
P76898,"<p>Bell &amp; Gossett impeller nut for B&amp;G series VSC and VSCS pumps. The impeller nut screws onto the end of the pump shaft, securing the impeller in place.</p>",2983902
1BL006,,2983904
P58541,"<p>Bell &amp; Gossett bronze impeller, with a 5-1/4"" outside diameter, for B&amp;G series 60 models 603S and 603T pumps in both iron and bronze. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983905
P82877,"<p>Bell &amp; Gossett bronze impeller, with a 4-1/2"" outside diameter, for B&amp;G series 60 pumps sizes 605S and 605T in both iron and bronze. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system. </p>",2983906
P82878,"<p>Bell &amp; Gossett bronze impeller, with a 4-3/8"" outside diameter, for B&amp;G series 60 pumps sizes 604S and 604T in both iron and bronze. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system. </p>",2983907
V51760,,2983908
103402,,2983909
V50926,"<p>Bell &amp; Gossett valve stem for model 3D-5S, 3DS-5G, 3DS-5S, and 3DS-6B triple duty valves.</p>",2983910
115114,,2983911
118626LF,"<p>Bell &amp; Gossett brass impeller, 5-1/4"" outside diameter, for B&amp;G series PD, 60, and 1522 pumps, specifically models PD-37, 1522 1-1/2"" AAB, 60-4, and 60-14. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983912
185332LF,"<p>Bell &amp; Gossett maintenance-free bearing assembly for B&amp;G series 60 pumps, including all pumping parts (bearings, shaft, shaft sleeve, seal kit, etc.) pre-assembled into a new pump housing. The bearing assembly also includes a volute cover gasket.</p>",2983913
C00779B24,,2983914
NRF-45,,2983915
112014,"<p>For proper system operation, the air cushion (Compression Tank) should be the only air space within a closed hydronic system. This air cushion can then provide adequate pressurization for all fluctuations of the system. Because air can be absorbed in water, some means of restricting the flow of cooler water from the tank into the system is needed without restricting the passage of air into the tank. Compression tank size can be reduced by reducing vapor pressure if this is achieved. The Airtrol can do this by allowing the air to rise in into the top of the tank, but the water flow is restricted by a ball check or trap.</p>",2983916
189166,,2983917
186863LF,"<p>Bell &amp; Gossett bearing assembly for B&amp;G series PD, 60, and 1522 pumps, including all pumping parts (bearings, shaft, shaft sleeve, seal kit, etc.) pre-assembled into a new pump housing. The bearing assembly also includes a volute cover gasket and a tube of B&amp;G pump lubrication oil.</p>",2983919
106514,,2983918
1BL002,"<p>Series PL pumps are dependable, in-line cast iron close coupled booster pumps used for hydronic, radiant and geothermal heating and cooling systems. The Series PL features a maintenance-free system, with a self-cleaning particle shield protects the shaft and bearings from system start-up debris. The unique XL11 precision-crafted bearing system also contributes to trouble-free start-ups. A powerful, dry-motor design offers 25% more efficiency than the competition. Unlike a wet rotor, the Series PL does not need to bypass system water through the motor to lubricate and cool the bearings. The PL's advanced close-coupled design increases pump life and efficiency. The Series PL's stabilized heat-resistant, non-metallic impeller with a closed design improves overall operating efficiency. Unlike larger wet rotor circulators of similar performance, the Series PL is able to handle difficult water conditions at a wide range of temperatures. Mounting hardware and flange gaskets are included with the pump. Flanges are available separately in 1"", 1-1/4"", and 1-1/2"".</p>",2983920
103351,,2983921
186544,"<p>Bell &amp; Gossett buna seal kit for series 1510 and 1531 pumps with 1-5/8"" shafts. </p>",2983922
A91277,<p>Bell &amp; Gossett steel strainer for JJ-3 suction diffusers.</p>,2983923
106189,"<p>Series 100 NFI cast iron pumps are dependable, in-line booster pumps intended to pump water through closed loop systems for heating and cooling. The Series 100 features a three-piece design, which includes a motor, bearing assembly and volute. This innovative design provides for easy field service as the bearings, shaft and seal are all housed within the bearing assembly. That assembly can then be easily repaired or entirely replaced without disturbing the other components of your pump. The Series 100's resilient motor mounting is another feature unique to Bell &amp; Gossett. The mounting, combined with spring-loaded couplers, means your pump will run quietly and efficiently. All Series 100 pumps have ODP, open drip-proof, motor enclosures. The Series 100 NFI features a plastic impeller. A tube of Bell &amp; Gossett oil along with flange gaskets and mounting hardware are included with the pump. Flanges are available separately in 3/4"", 1"", 1-1/4"", and 1-1/2"".</p>",2983924
117052,,2983925
186885,,2983926
P85086,"<p>Bell &amp; Gossett seal plate gasket for B&amp;G series VSC-D pumps models 4x4x9-1/4 through 6x8x9-3/4 with 1-5/8"" shaft sizes.</p>",2983927
SC0711AV,,2983928
LHB08100101,,2983929
186075,,2983930
186872,"<p>Bell &amp; Gossett 1-1/4"" x 1-5/8"" sleeve coupler for series 1510 pumps with 10 HP motors and 215T frames. A broken coupler indicates that the motor mounts have lost their resiliency and the motor shaft and pump shaft are now out of alignment. It is recommended to replace the motor mounts when the pump coupling breaks.</p>",2983931
P56740,"<p>Bell &amp; Gossett bronze impeller for B&amp;G series 60 pumps, size 1-1/2 AA. Impeller diameter must be specified when ordered as this impeller is trimmable. Impeller diameter will be found on the pump's I.D. tag. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983932
P76892,"<p>Bell &amp; Gossett impeller nut for B&amp;G series VSC and VSCS pumps. The impeller nut screws onto the end of the pump shaft, securing the impeller in place.</p>",2983933
P58538,"<p>Bell &amp; Gossett bronze impeller, with a 5-1/4"" outside diameter, for B&amp;G series 60 models 619S and 619T pumps in both iron and bronze. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2983934
