price,name,img
18 564 грн,Schecter Stiletto Custom-4,http://hotline.ua/img/tx/537/53791333.jpg
20 753 грн,Schecter Stiletto Custom-5,http://hotline.ua/img/tx/537/53791343.jpg
16 574 грн,Schecter Stiletto Studio-4,http://hotline.ua/img/tx/537/53791353.jpg
18 380 грн,Schecter Stiletto Studio-6,http://hotline.ua/img/tx/537/53791373.jpg
13 936 - 14 472 грн,Schecter DEMON-7 FR,http://hotline.ua/img/tx/550/55016033.jpg
11 856 грн,Fender Vintage Modified Jaguar HH,http://hotline.ua/img/tx/136/136365363.jpg
12 600 - 13 650 грн,Fender Squier Eva Gardner Precision Bass,http://hotline.ua/img/tx/136/136365393.jpg
30 981 - 35 022 грн,Fender Troy Sanders Jaguar Bass,http://hotline.ua/img/tx/136/136365373.jpg
36 374 - 36 584 грн,Fender Kurt Cobain Jaguar,http://hotline.ua/img/tx/136/136365403.jpg
"33 704,58 грн",Gretsch G5655T-CB,http://hotline.ua/img/tx/102/1028934613.jpg
13 414 грн,ESP Grass Roots G SE42R,http://hotline.ua/img/tx/910/910566963.jpg
12 569 - 20 514 грн,Washburn WI200V PRO ECK,http://hotline.ua/img/tx/153/1531057543.jpg
10 946 - 11 367 грн,Washburn WINPROFTR,http://hotline.ua/img/tx/147/1479635613.jpg
14 372 - 19 162 грн,Washburn PXL10EC,http://hotline.ua/img/tx/155/1552249743.jpg
15 026 - 20 670 грн,Washburn PXL20B,http://hotline.ua/img/tx/155/1552249783.jpg
16 817 - 24 024 грн,Washburn PXM27EC,http://hotline.ua/img/tx/155/1552249763.jpg
14 026 грн,ESP Grass Roots G PB45R,http://hotline.ua/img/tx/910/910566953.jpg
15 251 грн,ESP Grass Roots G JB47R,http://hotline.ua/img/tx/910/910566943.jpg
